projectName,projectId,category,startDate,endDate
"Preferred Pharmaceuticals, Inc.",PID728,Client Project,2017-07-29,2018-02-09
"Antigen Laboratories, Inc.",PID729,Sales Activity,2017-12-05,2018-04-12
"Shanghai Yinjing Medical Supplies Co., Ltd.",PID730,Sales Activity,2018-05-10,2018-08-29
A-S Medication Solutions LLC,PID731,Client Project,2018-10-28,2019-02-03
Select Brand Distributors,PID732,Client Project,2018-04-20,2018-07-26
Cardinal Health,PID733,Client Project,2020-12-12,2021-06-29
H2O Plus,PID734,Client Project,2016-09-27,2017-03-15
Integria Healthcare (US) Inc,PID735,BAU Activity,2013-08-08,2013-11-12
"Allergy Laboratories, Inc.",PID736,Client Project,2021-06-20,2021-12-01
WOCKHARDT LIMITED,PID737,Sales Activity,2015-10-22,2016-04-03
Unifirst First Aid Corporation,PID738,Sales Activity,2016-03-06,2016-08-18
"DOLGENCORP, LLC",PID739,Client Project,2019-07-29,2020-02-06
Dolgencorp LLC,PID740,Sales Activity,2018-10-10,2019-01-15
"JUBILANT CADISTA PHARMACEUTICALS, INC.",PID741,Client Project,2015-05-13,2015-10-19
REMEDYREPACK INC.,PID742,Client Project,2014-06-08,2014-10-20
"PD-Rx Pharmaceuticals, Inc.",PID743,Sales Activity,2020-05-17,2020-10-24
"PruGen, Inc Pharmaceuticals",PID744,Client Project,2023-08-15,2023-11-19
Dynarex Corporation,PID745,Client Project,2013-05-14,2013-12-01
Heritage Pharmaceuticals Inc.,PID746,Client Project,2020-04-12,2020-09-19
Rite Aid,PID747,Client Project,2015-11-03,2016-05-15
Jubilant HollisterStier LLC,PID748,Client Project,2016-02-03,2016-07-12
"Roxane Laboratories, Inc",PID749,Sales Activity,2013-03-27,2013-09-14
The Mentholatum Company,PID750,BAU Activity,2017-12-04,2018-04-13
Meijer Distribution Inc,PID751,Client Project,2023-05-26,2023-12-04
McKesson Medical-Surgical Inc.,PID752,Sales Activity,2015-03-24,2015-07-13
"Nelco Laboratories, Inc.",PID753,Client Project,2018-05-06,2018-11-19
Neutrogena Corporation,PID754,Client Project,2022-12-21,2023-04-04
"Roxane Laboratories, Inc.",PID755,Client Project,2023-01-18,2023-05-30
"AAA Pharmaceutical, Inc.",PID756,Client Project,2016-03-05,2016-07-16
REMEDYREPACK INC.,PID757,Client Project,2015-05-08,2015-10-19
GlaxoSmithKline LLC,PID758,Sales Activity,2021-11-04,2022-03-08
"Insys Therapeutics, Inc.",PID759,Client Project,2022-02-15,2022-06-25
McKesson,PID760,Client Project,2014-02-07,2014-08-21
"Forest Laboratories, Inc.",PID761,Sales Activity,2022-02-23,2022-08-30
"Elizabeth Arden, Inc",PID762,Client Project,2019-12-25,2020-07-10
"Matrixx Initiatives, Inc.",PID763,Sales Activity,2022-02-16,2022-08-26
Ulta,PID764,Client Project,2016-02-02,2016-07-19
"Preferred Pharmaceuticals, Inc.",PID765,Client Project,2023-03-28,2023-08-13
Aidarex Pharmaceuticals LLC,PID766,Sales Activity,2013-12-05,2014-04-15
Contract Pharmacy Services-PA,PID767,Sales Activity,2022-08-25,2023-03-03
"Nexgen Pharma, Inc.",PID768,Client Project,2015-04-25,2015-11-09
"Silvergate Pharmaceuticals, Inc.",PID769,BAU Activity,2014-08-27,2014-12-03
REMEDYREPACK INC.,PID770,Client Project,2015-01-03,2015-04-23
Major Pharmaceuticals,PID771,BAU Activity,2016-12-04,2017-03-09
Bare Escentuals Beauty Inc.,PID772,Client Project,2018-06-12,2018-10-28
Conopco Inc. d/b/a Unilever,PID773,Client Project,2022-01-06,2022-06-23
Atlantic Biologicals Corps,PID774,Client Project,2020-04-20,2020-07-24
"Newton Laboratories, Inc.",PID775,BAU Activity,2022-02-08,2022-06-25
"WOONSOCKET PRESCRIPTION CENTER,INCORPORATED",PID776,Client Project,2023-07-28,2023-12-14
"Ventura Corporation (San Juan, P.R)",PID777,Client Project,2013-05-27,2013-10-13
"Donovan Industries, Inc.",PID778,Client Project,2021-08-01,2022-01-16
Bonne Bell LLC,PID779,Client Project,2020-08-17,2020-12-01
STAT Rx USA LLC,PID780,Sales Activity,2019-07-09,2019-11-20
Guerbet LLC,PID781,Client Project,2024-02-10,2024-05-17
Rebel Distributors Corp,PID782,Client Project,2013-08-06,2013-12-12
Fluoritab Corporation,PID783,Sales Activity,2014-06-24,2014-12-07
"CVS Pharmacy, Inc",PID784,Client Project,2019-04-17,2019-08-24
Guthy-Renker LLC,PID785,BAU Activity,2017-05-21,2017-09-03
H E B,PID786,Client Project,2023-03-09,2023-06-23
Rebel Distributors Corp,PID787,Client Project,2013-04-28,2013-09-12
"NSE Products, Inc.",PID788,Sales Activity,2021-10-30,2022-02-12
"McNeil Consumer Healthcare Div. McNeil-PPC, Inc",PID789,Client Project,2023-12-23,2024-06-01
"Oxarc, Inc.",PID790,Client Project,2019-07-14,2019-10-19
Procter & Gamble Manufacturing Co.,PID791,BAU Activity,2013-06-09,2013-10-21
Publix Super Markets Inc,PID792,Client Project,2016-08-19,2017-03-09
GlaxoSmithKline LLC,PID793,Client Project,2016-04-01,2016-10-19
Purdue Products LP,PID794,Client Project,2022-06-30,2022-10-11
Dynarex Corporation,PID795,Client Project,2016-06-09,2016-09-19
Novartis Pharmaceuticals Corporation,PID796,Client Project,2020-04-22,2020-08-09
Dynarex Corporation,PID797,Sales Activity,2017-03-09,2017-07-27
The Body Shop Wake Forest,PID798,Client Project,2022-11-26,2023-03-07
"DN Company Co., Ltd.",PID799,Client Project,2017-12-19,2018-06-07
Target Corporation,PID800,Sales Activity,2013-04-20,2013-09-09
"Allergy Laboratories, Inc.",PID801,Client Project,2015-02-26,2015-07-03
"Physicians Total Care, Inc.",PID802,Sales Activity,2014-07-31,2015-01-14
LivCorp Inc.,PID803,Client Project,2013-12-18,2014-07-05
"PD-Rx Pharmaceuticals, Inc.",PID804,Sales Activity,2021-02-01,2021-08-17
"G&W Laboratories, Inc.",PID805,Sales Activity,2013-04-23,2013-09-03
"Church Dwight Co., Inc.",PID806,Sales Activity,2023-07-15,2023-10-27
B. Braun Medical Inc.,PID807,Client Project,2015-01-13,2015-04-18
"DermDeal, LLC DBA CheryLee MD, Sensitive Skin Care",PID808,Client Project,2023-03-29,2023-08-13
TRP Company,PID809,Client Project,2018-01-23,2018-05-04
AMOREPACIFIC,PID810,BAU Activity,2014-09-25,2015-04-07
Isomers Laboratories Inc,PID811,Sales Activity,2020-10-23,2021-03-06
WOCKHARDT USA LLC.,PID812,Client Project,2016-07-01,2016-10-13
Uriel Pharmacy Inc.,PID813,BAU Activity,2018-03-29,2018-09-16
Topco Associates LLC,PID814,Client Project,2018-01-21,2018-08-06
REMEDYREPACK INC.,PID815,Client Project,2016-03-16,2016-08-26
H E B,PID816,Client Project,2013-11-07,2014-04-26
Army & Air Force Exchange Service,PID817,Client Project,2021-11-13,2022-02-17
Apotheca Company,PID818,Client Project,2018-01-24,2018-08-04
Sagent Pharmaceuticals,PID819,Sales Activity,2015-01-17,2015-08-02
REMEDYREPACK INC.,PID820,Client Project,2013-12-30,2014-05-16
Jubilant HollisterStier LLC,PID821,Client Project,2023-07-29,2024-01-10
Costco Wholesale Company,PID822,Client Project,2018-01-10,2018-04-28
Moore Medical LLC,PID823,Client Project,2017-07-03,2017-11-21
Pekana-Naturheilmittel GmbH,PID824,Client Project,2018-04-17,2018-08-22
Laboratoire Dr. Renaud,PID825,Sales Activity,2024-02-27,2024-06-16
Apotex Corp,PID826,Client Project,2015-10-09,2016-02-15
International Nature Nutraceuticals,PID827,Client Project,2016-09-12,2017-03-21
Rebel Distributors Corp,PID828,Client Project,2018-09-14,2018-12-22
Juvena Produits de Beaute GMBH,PID829,Sales Activity,2018-03-02,2018-09-16
Cadila Healthcare Limited,PID830,Sales Activity,2018-01-06,2018-07-24
Mylan Institutional Inc.,PID831,Client Project,2017-05-30,2017-10-19
"Aphena Pharma Solutions - Tennessee, LLC",PID832,Client Project,2021-03-08,2021-08-13
"WG Critical Care, LLC",PID833,Client Project,2020-03-25,2020-08-29
"ALK-Abello, Inc.",PID834,Sales Activity,2016-11-20,2017-05-24
"Antigen Laboratories, Inc.",PID835,Sales Activity,2016-04-23,2016-08-08
Safeway,PID836,Client Project,2023-03-24,2023-09-07
"Antigen Laboratories, Inc.",PID837,Client Project,2014-05-09,2014-08-19
"Watson Laboratories, Inc.",PID838,Client Project,2019-07-06,2019-11-23
Roche Products Inc,PID839,Sales Activity,2017-12-11,2018-05-26
RECEPTOPHARM INC,PID840,BAU Activity,2013-11-04,2014-03-21
Natural Health Supply,PID841,Client Project,2019-09-26,2020-02-06
Rebel Distributors Corp,PID842,Client Project,2014-04-20,2014-10-29
Mylan Institutional LLC,PID843,Client Project,2021-04-17,2021-11-02
Novartis Pharmaceuticals Corporation,PID844,Client Project,2013-02-22,2013-05-30
Barr Laboratories Inc.,PID845,Client Project,2016-05-03,2016-09-07
Meda Pharmaceuticals Inc.,PID846,Client Project,2014-04-28,2014-08-12
"ALK-Abello, Inc.",PID847,Client Project,2018-10-27,2019-05-08
"PD-Rx Pharmaceuticals, Inc.",PID848,Client Project,2021-06-24,2021-10-02
Susanne Lang Fragrance Inc.,PID849,Sales Activity,2023-04-05,2023-08-10
Macoven Pharmaceuticals,PID850,Sales Activity,2021-11-24,2022-04-29
"Teva Women's Health, Inc.",PID851,Client Project,2022-05-21,2022-08-31
State of Florida DOH Central Pharmacy,PID852,Client Project,2023-02-22,2023-09-04
Ulta,PID853,Client Project,2017-05-30,2017-10-11
"Physicians Total Care, Inc.",PID854,Client Project,2024-03-10,2024-09-20
Care One (American Sales Company),PID855,Client Project,2021-03-18,2021-07-07
"AvKARE, Inc.",PID856,Client Project,2020-06-14,2020-09-26
Dr. Reddy's Laboratories Limited,PID857,BAU Activity,2017-12-18,2018-06-29
L'Oreal USA Products Inc,PID858,Client Project,2016-11-29,2017-04-06
Teva Pharmaceuticals USA Inc,PID859,Client Project,2013-10-28,2014-05-15
"Physicians Total Care, Inc.",PID860,Client Project,2020-12-25,2021-04-08
"Chattem, Inc.",PID861,Sales Activity,2016-11-11,2017-02-19
"Nelco Laboratories, Inc.",PID862,Sales Activity,2023-04-27,2023-07-31
China Ningbo Shangge Cosmetic Technology Corp.,PID863,Client Project,2017-05-23,2017-11-10
Apotheca Company,PID864,BAU Activity,2020-04-16,2020-08-21
Kroger Company,PID865,Client Project,2013-09-01,2014-01-09
DZA BRANDS LLC,PID866,Sales Activity,2014-10-20,2015-03-05
"Allergy Laboratories, Inc.",PID867,Sales Activity,2017-10-23,2018-03-27
RedPharm Drug Inc.,PID868,Client Project,2013-08-06,2014-02-26
Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,PID869,Client Project,2022-08-12,2022-12-30
GlaxoSmithKline LLC,PID870,Client Project,2017-06-24,2017-10-30
Rebel Distributors Corp,PID871,Sales Activity,2016-09-26,2017-01-14
Pfizer Laboratories Div Pfizer Inc,PID872,Client Project,2020-03-31,2020-07-18
"Teva Parenteral Medicines, Inc.",PID873,Client Project,2015-02-15,2015-06-04
"Teva Women's Health, Inc.",PID874,Sales Activity,2022-12-29,2023-04-07
REMEDYREPACK INC.,PID875,Client Project,2016-12-19,2017-07-04
Procter & Gamble Manufacturing Company,PID876,Client Project,2014-05-07,2014-08-27
"GRIFOLS USA, LLC",PID877,Client Project,2018-02-06,2018-07-25
KAISER FOUNDATION HOSPITALS,PID878,Client Project,2016-01-30,2016-07-09
Sandoz Inc.,PID879,Client Project,2020-10-14,2021-01-28
"Physicians Total Care, Inc.",PID880,Client Project,2013-04-11,2013-08-31
Mylan Pharmaceuticals Inc.,PID881,BAU Activity,2022-12-27,2023-05-01
Water-Jel Technologies,PID882,Client Project,2022-08-27,2023-02-14
"H.J. Harkins Company, Inc.",PID883,Sales Activity,2013-01-26,2013-07-14
"Physicians Total Care, Inc.",PID884,Sales Activity,2022-01-22,2022-05-05
Hydrox Laboratories,PID885,Client Project,2015-04-26,2015-08-31
Contract Pharmacal Corp,PID886,Client Project,2023-03-03,2023-09-10
"Beacon Promotions, Inc.",PID887,Sales Activity,2018-01-01,2018-06-18
"ALK-Abello, Inc.",PID888,Sales Activity,2016-07-06,2016-12-21
"Nelco Laboratories, Inc.",PID889,Client Project,2021-05-13,2021-10-22
"General Injectables & Vaccines, Inc",PID890,Sales Activity,2017-03-08,2017-08-26
"ALK-Abello, Inc.",PID891,Client Project,2016-02-16,2016-05-23
VVF Illinois Services,PID892,Sales Activity,2023-09-17,2024-01-24
"Cardinal Health, Inc.",PID893,Sales Activity,2020-02-19,2020-09-06
Bryant Ranch Prepack,PID894,Client Project,2017-01-22,2017-08-09
American Health Packaging,PID895,Client Project,2014-01-31,2014-08-12
"DermaTAF, Inc.",PID896,Client Project,2019-09-02,2020-01-10
Sandoz Inc,PID897,BAU Activity,2021-08-14,2022-01-03
Mylan Pharmaceuticals Inc.,PID898,Client Project,2022-05-18,2022-11-05
Actavis Elizabeth LLC,PID899,Client Project,2019-05-02,2019-08-15
Uriel Pharmacy Inc.,PID900,Client Project,2017-08-04,2017-12-09
"Greenbrier International, Inc",PID901,Client Project,2013-11-14,2014-03-19
Topco Associates LLC,PID902,Sales Activity,2017-03-13,2017-08-17
Home Sweet Homeopathics,PID903,Client Project,2015-10-09,2016-01-21
Kroger Company,PID904,Sales Activity,2013-10-18,2014-01-24
"NATURE REPUBLIC CO., LTD.",PID905,Sales Activity,2014-09-29,2015-01-13
Mylan Institutional LLC,PID906,Sales Activity,2013-11-12,2014-03-30
"Magna Pharmaceuticals, Inc.",PID907,BAU Activity,2022-07-08,2022-10-25
Pharmacia and Upjohn Company,PID908,Client Project,2019-09-05,2019-12-11
Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,PID909,Sales Activity,2015-07-06,2015-11-14
"Hospira, Inc.",PID910,BAU Activity,2021-02-01,2021-08-13
Aurobindo Pharma Limited,PID911,Client Project,2015-10-07,2016-04-19
Sun Products Corporation,PID912,Client Project,2017-04-25,2017-10-08
American Health Packaging,PID913,Client Project,2017-07-01,2017-11-09
West-Ward Pharmaceutical Corp,PID914,Client Project,2013-07-22,2014-02-09
"Hospira, Inc.",PID915,Sales Activity,2022-02-16,2022-06-29
"Nelco Laboratories, Inc.",PID916,Client Project,2020-04-29,2020-10-15
Aidarex Pharmaceuticals LLC,PID917,Client Project,2016-03-27,2016-08-02
Publix Super Markets Inc,PID918,Client Project,2022-12-15,2023-04-24
"Nelco Laboratories, Inc.",PID919,Sales Activity,2014-09-03,2014-12-09
Jubilant HollisterStier LLC,PID920,Client Project,2013-05-26,2013-10-11
Sanum Kehlbeck GmbH & Co. KG,PID921,Sales Activity,2017-08-24,2017-12-10
NeoStrata Company Inc,PID922,Client Project,2021-06-14,2021-12-27
"The Hain Celestial Group, Inc",PID923,Sales Activity,2018-12-01,2019-06-08
"Physicians Total Care, Inc.",PID924,Client Project,2021-06-23,2021-10-29
"Lil' Drug Store Products, Inc.",PID925,Client Project,2019-04-30,2019-10-16
HOMEOLAB USA INC.,PID926,Sales Activity,2014-05-01,2014-10-11
McKesson,PID927,Client Project,2020-04-08,2020-09-18
Keltman Pharmaceuticals Inc.,PID928,Client Project,2022-04-24,2022-11-09
Hyland's,PID929,Client Project,2023-04-22,2023-09-07
"BioComp Pharma, Inc.",PID930,Sales Activity,2017-11-01,2018-05-08
The Mentholatum Company,PID931,Sales Activity,2014-08-20,2014-12-07
"Bath & Body Works, Inc.",PID932,Client Project,2023-08-08,2023-12-27
Snowberry New Zealand Ltd,PID933,Sales Activity,2017-10-23,2018-04-29
"Blacksmith Brands, Inc.",PID934,Client Project,2022-09-03,2023-03-10
"Watson Pharma, Inc.",PID935,Sales Activity,2024-02-13,2024-08-26
"Kareway Product, Inc.",PID936,Sales Activity,2018-09-06,2018-12-23
"Areva Pharmaceuticals,Inc.",PID937,Sales Activity,2016-02-13,2016-07-26
State of Florida DOH Central Pharmacy,PID938,Client Project,2021-03-26,2021-09-02
"Publix Supermarkets, Inc.",PID939,Sales Activity,2022-11-02,2023-02-20
Supervalu Inc,PID940,Sales Activity,2016-04-03,2016-08-13
"NATURE REPUBLIC CO., LTD.",PID941,Sales Activity,2014-12-20,2015-04-05
Mangiacotti Floral LLC,PID942,Sales Activity,2020-06-30,2021-01-07
Legacy Pharmaceutical Packaging,PID943,Client Project,2021-01-17,2021-06-02
CVS Pharmacy,PID944,Client Project,2022-11-29,2023-06-12
Goodier Cosmetics LP,PID945,Client Project,2021-11-11,2022-04-18
"Physicians Total Care, Inc.",PID946,Client Project,2024-03-15,2024-07-19
"Par Pharmaceutical, Inc.",PID947,Client Project,2020-01-14,2020-07-25
"CR Pharmacy Services, Inc.",PID948,Client Project,2015-11-21,2016-02-26
Jafra cosmetics International,PID949,Sales Activity,2023-12-16,2024-03-22
Ionx Holdings d/b/a HelloLife Inc.,PID950,Client Project,2022-01-04,2022-05-09
"Natural Ophthalmics, Inc",PID951,Sales Activity,2022-05-20,2022-11-09
State of Florida DOH Central Pharmacy,PID952,Client Project,2020-01-19,2020-05-24
"Dolgencorp, LLC",PID953,Client Project,2019-11-18,2020-04-28
"PHOENIX HEALTHCARE SOLUTIONS, LLC",PID954,BAU Activity,2019-12-20,2020-05-24
IASO Inc,PID955,Client Project,2015-11-19,2016-05-24
Aidarex Pharmaceuticals LLC,PID956,Sales Activity,2019-04-02,2019-10-20
Amerisource Bergen,PID957,Client Project,2020-03-14,2020-06-24
Apotheca Company,PID958,Client Project,2018-06-29,2018-10-08
Novartis Pharmaceuticals Corporation,PID959,Client Project,2013-11-06,2014-05-25
Teva Pharmaceuticals USA Inc,PID960,BAU Activity,2024-03-02,2024-08-16
"Preferred Pharmaceuticals, Inc",PID961,BAU Activity,2022-12-31,2023-06-16
REMEDYREPACK INC.,PID962,Client Project,2018-06-29,2018-12-04
PHARMAZEUTISCHE FABRIK DR. RECKEWEG & CO,PID963,Sales Activity,2017-04-15,2017-08-03
AMERICAN SALES COMPANY,PID964,Sales Activity,2018-06-24,2018-12-03
"Dong Sung Pharm. Co., Ltd.",PID965,Client Project,2021-05-06,2021-09-23
Boots Retail USA Inc,PID966,Client Project,2022-05-29,2022-10-10
"Napoleon Perdis Cosmetics, Inc",PID967,Client Project,2018-03-13,2018-08-02
VVF Kansas Services LLC,PID968,Client Project,2017-02-16,2017-05-24
"Marc Glassman, Inc.",PID969,BAU Activity,2023-01-11,2023-05-01
Unit Dose Services,PID970,Client Project,2018-04-07,2018-07-16
HomeReach,PID971,Sales Activity,2019-08-07,2020-02-25
Caraco Pharmaceutical Laboratories Ltd.,PID972,Client Project,2023-03-07,2023-06-13
Uriel Pharmacy Inc.,PID973,Client Project,2014-09-12,2015-01-20
Dr. Forhair,PID974,Client Project,2021-01-07,2021-06-12
"Preferred Pharmaceuticals, Inc",PID975,Sales Activity,2014-09-12,2014-12-17
"Hospira, Inc.",PID976,BAU Activity,2017-07-14,2017-12-24
Walgreen Company,PID977,Client Project,2015-11-19,2016-03-01
"Camber Pharmaceuticals, Inc.",PID978,BAU Activity,2016-03-17,2016-08-25
Physicians Formula Inc.,PID979,Client Project,2015-07-24,2015-11-12
CVS Pharmacy,PID980,Client Project,2019-04-24,2019-11-04
"Delta Brands, Inc",PID981,Client Project,2013-03-03,2013-07-19
"ProPhase Labs, Inc.",PID982,Sales Activity,2021-08-24,2021-11-29
"Dispensing Solutions, Inc.",PID983,Client Project,2020-07-06,2020-10-26
"Morton Grove Pharmaceuticals, Inc.",PID984,BAU Activity,2015-04-13,2015-08-18
HOMEOLAB USA INC.,PID985,Client Project,2021-01-13,2021-05-01
Ventura Corporation LTD.,PID986,Sales Activity,2022-05-24,2022-09-05
Cardinal Health,PID987,Client Project,2020-11-05,2021-05-09
Wockhardt USA LLC.,PID988,Sales Activity,2018-07-10,2018-10-30
Best Choice,PID989,BAU Activity,2019-02-14,2019-05-27
West-Ward Pharmaceutical Corp,PID990,Sales Activity,2023-11-29,2024-06-08
"Creation's Garden Natural Products, Inc",PID991,Client Project,2019-09-08,2020-03-14
Rebel Distributors Corp,PID992,Sales Activity,2023-02-12,2023-08-26
JAFRA COSMETICS INTERNATIONAL,PID993,BAU Activity,2023-12-05,2024-06-10
"Paddock Laboratories, LLC",PID994,Client Project,2013-09-09,2014-03-14
"H.J. Harkins Company, Inc.",PID995,Sales Activity,2023-07-26,2024-01-31
GlaxoSmithKline LLC,PID996,Client Project,2022-10-16,2023-01-27
Kmart Corporation,PID997,Client Project,2021-04-09,2021-10-14
Dukal Corporation,PID998,Client Project,2014-12-06,2015-05-19
H-E-B,PID999,Sales Activity,2016-03-22,2016-09-26
Mylan Pharmaceuticals Inc.,PID1000,BAU Activity,2019-06-22,2019-10-06
